,standard deviation,noise value,final diff,solving time,objective value
297,0.045,0.035030149006471015,0.035030149006471015,174.81281200000376,6.610441421162496e-05
298,0.045,0.04017983836162098,0.04017983836162098,145.27515599999606,9.907214479543164e-06
299,0.045,0.02596399818459936,0.02596399818459936,59.94561699999758,0.1148020071106483
300,0.049999999999999996,0.03147491867469064,0.03147491867469064,17.46512800000346,0.08823842720541834
301,0.049999999999999996,0.031314410323838436,0.031314410323838436,28.345117000004393,0.16421685924654503
302,0.049999999999999996,0.024544632744061635,0.024544632744061635,28.149125999996613,0.11657547541061769
303,0.049999999999999996,0.031146085881616013,0.031146085881616013,32.82134600000427,0.22355806397612588
304,0.049999999999999996,0.04086229234838244,0.04086229234838244,130.53141699999833,7.76305176392064e-05
305,0.049999999999999996,0.025066721607428556,0.025066721607428556,162.70378400000482,2.2481441225665756e-05
306,0.049999999999999996,0.02593692354490036,0.02593692354490036,106.6182770000014,0.03499040180454231
307,0.049999999999999996,0.02945907507241685,0.02945907507241685,138.3732880000025,0.11621530998102932
308,0.049999999999999996,0.033532682602515095,0.033532682602515095,171.60963799999445,0.2074005641435906
309,0.049999999999999996,0.028692790104232882,0.028692790104232882,202.4419179999968,0.07417188497509039
310,0.049999999999999996,0.029593507564862467,0.029593507564862467,18.16752799999813,0.12500601301980366
311,0.049999999999999996,0.03272367044914741,0.03272367044914741,64.3222769999993,0.0965073206518379
312,0.049999999999999996,0.031757695784647016,0.031757695784647016,65.34646499999508,0.11002281912262694
313,0.049999999999999996,0.03651625178279992,0.03651625178279992,147.69859500000166,0.09875950087043969
314,0.049999999999999996,0.036097978985481616,0.036097978985481616,46.743321999994805,0.1354218301359804
315,0.049999999999999996,0.03198721981258802,0.03198721981258802,547.7408920000016,6.244565277010262e-05
316,0.049999999999999996,0.03698170609322153,0.03698170609322153,56.69882499999949,0.16172878075259842
317,0.049999999999999996,0.03629485316203607,0.03629485316203607,109.47804100000212,0.1876347032586164
318,0.049999999999999996,0.0392860287671777,0.0392860287671777,331.5425679999971,0.00014940416872944703
319,0.049999999999999996,0.03098917763208263,0.03098917763208263,73.82754800000112,0.20992857414531088
320,0.049999999999999996,0.03859327831856055,0.03859327831856055,744.4436840000053,0.0003462492998682236
321,0.049999999999999996,0.037177742540335026,0.037177742540335026,686.4421159999984,0.00022562486737615333
322,0.049999999999999996,0.03538030546299771,0.03538030546299771,56.36038399999961,0.16640208137980078
323,0.049999999999999996,0.04174518055955724,0.04174518055955724,121.18892599999526,0.14074572866505786
324,0.049999999999999996,0.03439768510445271,0.03439768510445271,133.0813280000002,0.13076314700428265
325,0.049999999999999996,0.038302723300698574,0.038302723300698574,97.17458800000168,0.1255448623457553
326,0.049999999999999996,0.030716676179449405,0.030716676179449405,77.07559500000207,0.14335704837518243
327,0.049999999999999996,0.03558784184825614,0.03558784184825614,166.61412299999938,0.207952656805079
328,0.049999999999999996,0.03117188967000201,0.03117188967000201,74.00784299999941,0.1425535727759605
329,0.049999999999999996,0.02995637436320256,0.02995637436320256,349.25586000000476,0.00011501436164472664
